"AÑO","NAME","CANTIDAD"
2003,Parus ater                                   ,10
2003,Regulus ignicapillus                         ,3
2017,Tyto alba                                    ,1
2018,Motacilla alba                               ,3
2020,Acrocephalus schoenobaenus                   ,3
1989,Emberiza schoeniclus                         ,47
1992,Phylloscopus trochilus trochilus             ,5
1994,Saxicola torquata                            ,17
1994,Phoenicurus phoenicurus                      ,101
1985,Carduelis chloris                            ,164
2003,Fringilla coelebs                            ,60
1998,Turdus torquatus                             ,1
1998,Caprimulgus europaeus                        ,1
2007,Sturnus vulgaris                             ,11
2008,Larus ridibundus                             ,49
2008,Philomachus pugnax                           ,19
2009,Rallus aquaticus                             ,1
2008,Motacilla alba                               ,96
2009,Apus melba                                   ,1
1984,Charadrius hiaticula                         ,1
2008,Ficedula hypoleuca                           ,5
1983,Acrocephalus scirpaceus                      ,22
1984,Phylloscopus collybita                       ,52
2017,Acrocephalus scirpaceus                      ,243
2016,Alcedo atthis                                ,16
1987,Delichon urbica                              ,33
1987,Muscicapa striata                            ,15
1997,Passer montanus                              ,4
2008,Bubulcus ibis                                ,53
2008,Tringa ochropus                              ,15
2008,Hippolais polyglotta                         ,27
1984,Parus ater                                   ,1
2016,Streptopelia turtur                          ,5
2015,Phoenicurus phoenicurus                      ,2
2013,Acrocephalus melanopogon                     ,8
1987,Regulus ignicapillus                         ,11
1999,Muscicapa striata                            ,4
2002,Ardea cinerea                                ,49
2007,Emberiza cirlus                              ,7
2002,Híbrido                                      ,1
2002,Carduelis carduelis                          ,79
1983,Turdus philomelos                            ,90
1984,Parus caeruleus                              ,1
2002,Tringa glareola                              ,1
2012,Parus cristatus                              ,4
2014,Acrocephalus melanopogon                     ,11
2015,Acrocephalus schoenobaenus                   ,6
2016,Acrocephalus schoenobaenus                   ,9
1986,Delichon urbica                              ,3
1989,Certhia brachydactyla                        ,9
1990,Fringilla coelebs                            ,61
1994,Cisticola juncidis                           ,22
1995,Sylvia communis                              ,1
1986,Alcedo atthis                                ,4
2007,Motacilla alba                               ,364
1999,Gallinula chloropus                          ,1
1989,Falco peregrinus                             ,1
2018,Panurus biarmicus                            ,1
2012,Riparia riparia                              ,15
1985,Fringilla coelebs                            ,152
1990,Aquila chrysaetos                            ,3
1991,Emberiza hortulana                           ,9
1990,Calidris ferruginea                          ,1
2000,Erithacus rubecula                           ,139
1987,Streptopelia turtur                          ,1
2003,Otus scops                                   ,6
2007,Streptopelia roseogrisea                     ,7
1994,Gallinula chloropus                          ,10
1998,Cettia cetti                                 ,1
2000,Sterna albifrons                             ,30
2017,Larus audouinii                              ,5
2015,Cettia cetti                                 ,38
2013,Motacilla alba                               ,9
2006,Luscinia svecica cyanecula                   ,5
1991,Troglodytes troglodytes                      ,1
1991,Luscinia svecica svecica                     ,3
1995,Carduelis chloris                            ,77
2003,Chlidonias hybridus                          ,34
2009,Garrulus glandarius                          ,1
1990,Otus scops                                   ,5
1994,Recurvirostra avosetta                       ,2
2008,Phoenicurus ochruros                         ,32
2004,Charadrius dubius                            ,3
2002,Hippolais pallida                            ,1
1998,Alcedo atthis                                ,4
2012,Carduelis carduelis                          ,5
2015,Delichon urbica                              ,8
1985,Panurus biarmicus                            ,116
2000,Acrocephalus schoenobaenus                   ,11
1989,Hippolais icterina                           ,7
1991,Saxicola rubetra                             ,15
1999,Carduelis carduelis                          ,124
1997,Muscicapa striata                            ,3
2002,Petronia petronia                            ,8
1987,Falco tinnunculus                            ,7
1983,Egretta garzetta                             ,46
2008,Carduelis cannabina                          ,230
2013,Sylvia borin                                 ,6
2016,Delichon urbica                              ,93
2012,Sylvia cantillans                            ,1
2020,Aegithalos caudatus                          ,8
2012,Loxia curvirostra                            ,2
1987,Acrocephalus scirpaceus                      ,36
2004,Turdus merula                                ,101
1990,Turdus merula                                ,22
1990,Turdus iliacus                               ,1
1991,Turdus iliacus                               ,2
1997,Caprimulgus ruficollis                       ,1
2008,Lanius (excubitor) meridionalis              ,2
1998,Egretta garzetta                             ,36
1984,Motacilla flava                              ,4
2020,Sturnus vulgaris                             ,2
2016,Falco tinnunculus                            ,20
2006,Saxicola rubetra                             ,3
2013,Hippolais polyglotta                         ,1
2015,Phylloscopus trochilus                       ,28
1986,Phylloscopus collybita                       ,218
1995,Panurus biarmicus                            ,4
1987,Motacilla cinerea                            ,1
2000,Parus major                                  ,88
2001,Fringilla coelebs                            ,73
1988,Sturnus vulgaris                             ,38
1993,Turdus merula                                ,39
1991,Vanellus vanellus                            ,1
1994,Falco tinnunculus                            ,28
2002,Riparia riparia                              ,102
2005,Troglodytes troglodytes                      ,5
2018,Athene noctua                                ,9
2012,Oenanthe hispanica                           ,1
2018,Sylvia communis                              ,2
2020,Phylloscopus collybita                       ,194
1992,Parus cristatus                              ,7
1995,Sylvia melanocephala                         ,10
1990,Charadrius dubius                            ,2
2001,Emberiza cirlus                              ,55
1999,Oenanthe hispanica                           ,1
1993,Chlidonias hybridus                          ,16
1993,Sterna hirundo                               ,1
1998,Turdus philomelos                            ,144
1992,Tringa nebularia                             ,1
2007,Ixobrychus minutus                           ,6
1984,Alcedo atthis                                ,5
1984,Sturnus vulgaris                             ,1
2008,Phylloscopus bonelli                         ,5
1984,Prunella modularis                           ,2
2007,Sylvia hortensis                             ,1
2014,Motacilla flava                              ,1
1987,Sylvia conspicillata                         ,7
1997,Carduelis carduelis                          ,73
1992,Phylloscopus sibilatrix                      ,6
1994,Luscinia svecica                             ,11
1991,Carduelis chloris                            ,37
2000,Lullula arborea                              ,5
2000,Anthus pratensis                             ,26
1988,Turdus torquatus                             ,3
1993,Otus scops                                   ,13
2009,Sylvia communis                              ,27
2003,Panurus biarmicus                            ,1
1984,Aegithalos caudatus                          ,9
1988,Motacilla flava                              ,948
1990,Serinus citrinella                           ,1
1998,Acrocephalus scirpaceus                      ,4
1997,Parus cristatus                              ,1
1985,Luscinia svecica svecica                     ,5
1999,Emberiza cia                                 ,24
2009,Columba livia                                ,29
2009,Saxicola rubetra                             ,3
2008,Hirundo rustica                              ,2984
2008,Acrocephalus melanopogon                     ,26
2013,Tringa ochropus                              ,1
2016,Motacilla cinerea                            ,15
2006,Troglodytes troglodytes                      ,1
2013,Phylloscopus bonelli                         ,1
2014,Ficedula hypoleuca                           ,5
2016,Phylloscopus collybita                       ,178
1999,Riparia riparia                              ,14
2001,Carduelis chloris                            ,49
2002,Sturnus unicolor                             ,5
1993,Accipiter nisus                              ,2
1983,Phylloscopus trochilus                       ,3
2018,Upupa epops                                  ,5
2013,Turdus merula                                ,25
2019,Loxia curvirostra                            ,2
2006,Híbrido                                      ,2
2013,Anas platyrhynchos                           ,13
2019,Actitis hypoleucos                           ,6
2014,Phoenicurus ochruros                         ,9
2019,Sylvia cantillans                            ,1
2017,Phylloscopus (collybita) ibericus            ,1
2006,Calidris canutus                             ,2
1988,Aegithalos caudatus                          ,6
1995,Certhia brachydactyla                        ,7
1988,Ptyonoprogne rupestris                       ,4
1994,Sterna albifrons                             ,1
1988,Ardeola ralloides                            ,9
1993,Bubo bubo                                    ,5
2000,Remiz pendulinus                             ,2
1984,Philomachus pugnax                           ,19
2013,Hirundo rustica                              ,978
1986,Aegithalos caudatus                          ,6
1990,Sylvia borin                                 ,173
1991,Sylvia communis                              ,85
1987,Passer montanus                              ,4
1997,Emberiza cia                                 ,2
2007,Acrocephalus arundinaceus                    ,70
1988,Caprimulgus europaeus                        ,2
1987,Gallinula chloropus                          ,3
2004,Bubulcus ibis                                ,20
1993,Accipiter gentilis                           ,1
1997,Ardea cinerea                                ,92
1999,Ardea cinerea                                ,88
2004,Motacilla flava iberiae                      ,1
2002,Muscicapa striata                            ,14
1999,Tringa glareola                              ,2
1984,Tringa erythropus                            ,4
2014,Sturnus vulgaris                             ,7
2020,Motacilla flava                              ,1
1989,Sylvia melanocephala                         ,45
1989,Prunella modularis                           ,35
1992,Phylloscopus collybita                       ,238
1990,Motacilla flava flava                        ,54
1994,Gyps fulvus                                  ,9
1989,Passer domesticus                            ,1
1988,Gallinago gallinago                          ,6
1986,Sturnus vulgaris                             ,1
1994,Cuculus canorus                              ,1
1996,Corvus corone corone                         ,1
2002,Gallinula chloropus                          ,1
1992,Circus pygargus                              ,7
2005,Cisticola juncidis                           ,6
1983,Hirundo rustica                              ,2
2006,Columba livia                                ,7
2012,Tringa glareola                              ,4
2013,Phoenicurus ochruros                         ,1
2014,Carduelis cannabina                          ,1
2014,Aegithalos caudatus                          ,15
2015,Phylloscopus trochilus acredula              ,1
2006,Actitis hypoleucos                           ,19
1988,Acrocephalus melanopogon                     ,43
1989,Acrocephalus paludicola                      ,1
1991,Regulus ignicapillus                         ,4
1991,Calandrella rufescens                        ,1
1986,Glareola pratincola                          ,7
2009,Turdus philomelos                            ,37
1987,Gallinago gallinago                          ,266
2003,Streptopelia turtur                          ,6
1991,Gallinula chloropus                          ,3
1989,Limosa limosa                                ,1
1995,Gallinula chloropus                          ,1
2005,Luscinia svecica                             ,44
2008,Locustella luscinioides                      ,27
2002,Anthus trivialis                             ,1
1999,Calidris minuta                              ,14
2005,Charadrius alexandrinus                      ,2
1984,Limosa lapponica                             ,1
2018,Sturnus unicolor                             ,6
2014,Passer domesticus                            ,222
2014,Serinus serinus                              ,35
1985,Cisticola juncidis                           ,9
1988,Parus ater                                   ,4
1992,Hippolais icterina                           ,4
1996,Riparia riparia                              ,1
1989,Coccothraustes coccothraustes                ,2
2000,Luscinia megarhynchos                        ,15
2000,Oenanthe oenanthe                            ,1
1998,Lanius senator                               ,6
1994,Turdus torquatus                             ,1
1999,Pica pica                                    ,2
2007,Accipiter nisus                              ,2
2019,Parus major                                  ,23
2016,Aegithalos caudatus                          ,7
2012,Calidris minuta                              ,1
2006,Larus fuscus intermedius                     ,1
1986,Ficedula hypoleuca                           ,2
1988,Phoenicurus ochruros                         ,37
1997,Carduelis spinus                             ,17
1993,Calidris alpina                              ,1
1993,Monticola solitarius                         ,1
2000,Anilla destruida o perdida                   ,2
1999,Lanius excubitor                             ,1
2011,Scolopax rusticola                           ,2
1991,Otus scops                                   ,13
1991,Burhinus oedicnemus                          ,2
2002,Egretta garzetta                             ,20
2007,Tringa ochropus                              ,4
2007,Motacilla flava iberiae                      ,20
2016,Sturnus vulgaris                             ,1
2019,Passer montanus                              ,5
2015,Hirundo rustica                              ,1163
2016,Motacilla flava                              ,12
2020,Ficedula hypoleuca                           ,2
2000,Ficedula hypoleuca                           ,3
1992,Regulus regulus                              ,3
1986,Prunella modularis                           ,1
1989,Emberiza hortulana                           ,1
1992,Cercotrichas galactotes                      ,1
2002,Turdus torquatus                             ,1
2007,Turdus merula                                ,123
2009,Asio otus                                    ,1
2006,Buteo buteo                                  ,1
2017,Turdus philomelos                            ,5
1987,Sylvia undata                                ,2
1988,Hirundo rustica                              ,35
1988,Phylloscopus bonelli                         ,23
1999,Acrocephalus scirpaceus                      ,102
1993,Anthus spinoletta                            ,1
1999,Caprimulgus europaeus                        ,2
2005,Otus scops                                   ,2
2001,Otus scops                                   ,4
2007,Psittacula krameri                           ,1
2000,Streptopelia decaocto                        ,42
2000,Hieraaetus pennatus                          ,1
2004,Fringilla montifringilla                     ,2
2009,Muscicapa striata                            ,16
2009,Regulus ignicapillus                         ,12
1984,Motacilla alba alba                          ,1
2004,Hydrobates pelagicus                         ,76
2020,Lanius (excubitor) meridionalis              ,5
2020,Carduelis cannabina                          ,1
2015,Ficedula hypoleuca                           ,3
1988,Ficedula hypoleuca                           ,249
1998,Parus ater                                   ,1
1986,Motacilla flava                              ,413
1987,Emberiza cia                                 ,2
1989,Hydrobates pelagicus                         ,118
1998,Motacilla alba                               ,3
1988,Philomachus pugnax                           ,3
2000,Glareola pratincola                          ,3
1995,Upupa epops                                  ,1
1993,Rallus aquaticus                             ,2
2002,Pica pica                                    ,1
1988,Anas platyrhynchos                           ,59
2008,Calidris melanotos                           ,3
1983,Phylloscopus collybita                       ,50
2015,Anas platyrhynchos                           ,9
1989,Serinus serinus                              ,41
1988,Anthus campestris                            ,3
1998,Phylloscopus collybita                       ,47
1996,Sylvia cantillans                            ,3
2002,Porzana porzana                              ,1
2002,Lanius excubitor                             ,2
2009,Sturnus unicolor                             ,16
2003,Falco tinnunculus                            ,15
1989,Calonectris diomedea                         ,1
1997,Egretta garzetta                             ,29
1997,Nycticorax nycticorax                        ,21
1999,Egretta garzetta                             ,6
2006,Larus audouinii                              ,2
1992,Falco peregrinus                             ,1
2001,Serinus citrinella                           ,1
2003,Saxicola torquata                            ,18
2009,Alcedo atthis                                ,42
2003,Sylvia conspicillata                         ,1
1997,Galerida cristata                            ,1
2002,Emberiza cia                                 ,27
1988,Larus ridibundus                             ,5
2009,Passer montanus                              ,42
2004,Luscinia svecica cyanecula                   ,5
2001,Calidris ferruginea                          ,1
2020,Phoenicurus ochruros                         ,1
1986,Acrocephalus melanopogon                     ,23
1985,Otus scops                                   ,7
2011,Falco tinnunculus                            ,25
1994,Tyto alba                                    ,14
2002,Acrocephalus scirpaceus                      ,464
2003,Luscinia svecica                             ,34
2002,Jynx torquilla                               ,3
2015,Phoenicurus ochruros                         ,10
2019,Hirundo daurica                              ,4
1985,Calidris ferruginea                          ,1
1989,Motacilla flava thunbergi                    ,2
1989,Motacilla alba alba                          ,1
2009,Caprimulgus ruficollis                       ,55
1991,Asio otus                                    ,5
2004,Buteo buteo                                  ,2
1984,Tringa ochropus                              ,9
2005,Phoenicurus phoenicurus                      ,8
1984,Bubulcus ibis                                ,952
2007,Charadrius dubius                            ,88
2006,Garrulus glandarius                          ,1
2018,Gallinula chloropus                          ,2
2018,Columba livia                                ,10
2017,Hirundo rustica                              ,1001
2020,Acrocephalus melanopogon                     ,5
2015,Carduelis cannabina                          ,1
2020,Serinus serinus                              ,26
1992,Prunella modularis                           ,13
1993,Sylvia cantillans                            ,1
1987,Tringa erythropus                            ,4
2005,Garrulus glandarius                          ,2
1992,Himantopus himantopus                        ,41
1991,Buteo buteo                                  ,1
2005,Saxicola torquata                            ,23
1985,Gallinula chloropus                          ,1
1983,Sturnus vulgaris                             ,28
2009,Motacilla cinerea                            ,3
2009,Calidris minuta                              ,39
2008,Motacilla flava iberiae                      ,6
2015,Phylloscopus collybita                       ,176
2016,Acrocephalus melanopogon                     ,10
2018,Híbrido                                      ,1
2006,Jynx torquilla                               ,1
1996,Carduelis carduelis                          ,114
1986,Passer domesticus                            ,1
2008,Myiopsitta monachus                          ,9
1998,Ixobrychus minutus                           ,1
2001,Cisticola juncidis                           ,26
2017,Larus [argentatus] cachinnans michahellis    ,14
2017,Acrocephalus arundinaceus                    ,17
2020,Passer domesticus                            ,188
1988,Miliaria calandra                            ,6
2004,Rallus aquaticus                             ,1
2007,Larus ridibundus                             ,9
1992,Nycticorax nycticorax                        ,49
2009,Asio flammeus                                ,2
2009,Delichon urbica                              ,38
1999,Jynx torquilla                               ,1
2013,Locustella luscinioides                      ,13
2016,Phoenicurus ochruros                         ,13
2017,Parus ater                                   ,3
2017,Charadrius hiaticula                         ,1
1988,Carduelis cannabina                          ,22
1988,Motacilla alba                               ,2
1994,Cettia cetti                                 ,30
1987,Charadrius hiaticula                         ,4
1987,Sturnus vulgaris                             ,5
2007,Chlidonias hybridus                          ,68
2006,Fulica atra                                  ,2
1996,Ardea cinerea                                ,1
2003,Cisticola juncidis                           ,32
2004,Sylvia communis                              ,4
2004,Actitis hypoleucos                           ,3
1984,Phoenicurus ochruros                         ,20
2006,Alectoris rufa                               ,2
2018,Tyto alba                                    ,1
2015,Parus ater                                   ,1
1985,Certhia familiaris                           ,1
1986,Phoenicurus ochruros                         ,22
1990,Cisticola juncidis                           ,39
1987,Aegithalos caudatus                          ,4
1988,Parus caeruleus                              ,8
1998,Hirundo rustica                              ,17
1993,Actitis hypoleucos                           ,1
1993,Loxia curvirostra                            ,2
1987,Ixobrychus minutus                           ,56
2003,Gallinula chloropus                          ,2
2005,Alectoris rufa                               ,1
2005,Columba livia                                ,131
1988,Bubulcus ibis                                ,481
2009,Acrocephalus scirpaceus                      ,705
1984,Turdus merula                                ,29
2017,Motacilla alba                               ,54
2019,Erithacus rubecula                           ,25
1994,Phylloscopus trochilus                       ,89
1990,Oenanthe hispanica hispanica                 ,1
1990,Calidris alpina                              ,1
2004,Upupa epops                                  ,5
2009,Oriolus oriolus                              ,6
1997,Pica pica                                    ,14
2009,Emberiza cia                                 ,4
1984,Acrocephalus melanopogon                     ,2
2002,Caprimulgus europaeus                        ,1
2012,Larus audouinii                              ,1
2017,Lanius senator                               ,1
2018,Caprimulgus ruficollis                       ,1
1990,Phoenicurus phoenicurus                      ,294
1990,Gyps fulvus                                  ,12
2009,Ixobrychus minutus                           ,6
1990,Egretta garzetta                             ,421
1995,Phalacrocorax carbo                          ,1
2007,Calidris canutus                             ,2
1995,Columba livia                                ,4
2001,Luscinia svecica                             ,22
2002,Lanius senator                               ,8
2008,Sterna hirundo                               ,5
2013,Falco tinnunculus                            ,9
2012,Sylvia atricapilla                           ,83
2014,Cettia cetti                                 ,26
2017,Upupa epops                                  ,2
1987,Phoenicurus ochruros                         ,15
1990,Saxicola torquata                            ,28
1989,Phylloscopus trochilus acredula              ,1
1991,Prunella modularis                           ,37
1993,Hirundo rustica                              ,127
1999,Motacilla alba                               ,26
1994,Caprimulgus europaeus                        ,3
2005,Hieraaetus pennatus                          ,2
2004,Riparia riparia                              ,155
1984,Luscinia svecica cyanecula                   ,3
2006,Miliaria calandra                            ,2
2018,Cettia cetti                                 ,26
2006,Motacilla flava cinereocapilla               ,2
2016,Ficedula hypoleuca                           ,2
1986,Saxicola torquata                            ,2
1989,Cettia cetti                                 ,111
1990,Phylloscopus trochilus                       ,790
1992,Passer domesticus                            ,53
1990,Calidris minuta                              ,5
1994,Apus apus                                    ,3
2008,Upupa epops                                  ,3
1999,Philomachus pugnax                           ,1
1991,Streptopelia turtur                          ,10
1994,Himantopus himantopus                        ,2
2005,Falco tinnunculus                            ,11
2009,Larus [argentatus] cachinnans michahellis    ,45
2009,Hieraaetus pennatus                          ,1
2008,Picus viridis                                ,1
2014,Calidris alpina                              ,2
2006,Charadrius hiaticula                         ,19
1987,Acrocephalus melanopogon                     ,14
1987,Motacilla flava                              ,12
1987,Hydrobates pelagicus                         ,5
2001,Fringilla montifringilla                     ,1
2005,Cinclus cinclus                              ,2
2008,Caprimulgus ruficollis                       ,32
1993,Anas platyrhynchos                           ,4
2009,Luscinia megarhynchos                        ,51
2003,Acrocephalus schoenobaenus                   ,8
2004,Parus caeruleus                              ,4
2002,Acrocephalus arundinaceus                    ,58
2006,Oriolus oriolus                              ,1
2013,Delichon urbica                              ,6
2013,Muscicapa striata                            ,7
1985,Luscinia svecica                             ,94
1989,Troglodytes troglodytes                      ,4
1991,Sylvia conspicillata                         ,2
1989,Anthus pratensis                             ,7
2004,Sturnus vulgaris                             ,1
1987,Athene noctua                                ,19
1989,Falco eleonorae                              ,3
2009,Motacilla flava                              ,581
2004,Anthus pratensis                             ,13
1999,Motacilla flava iberiae                      ,1
2001,Jynx torquilla                               ,5
2018,Apus apus                                    ,29
2019,Parus cristatus                              ,5
2018,Acrocephalus scirpaceus                      ,185
2018,Jynx torquilla                               ,1
1986,Cisticola juncidis                           ,39
1990,Remiz pendulinus                             ,27
1992,Serinus serinus                              ,233
1990,Oenanthe oenanthe                            ,7
1997,Sylvia borin                                 ,1
2005,Scolopax rusticola                           ,1
1992,Calonectris diomedea                         ,71
1994,Strix aluco                                  ,5
2007,Buteo buteo                                  ,2
2011,Passer domesticus                            ,55
2005,Delichon urbica                              ,34
1999,Acrocephalus palustris                       ,1
2007,Saxicola rubetra                             ,4
2018,Phoenicurus ochruros                         ,6
2000,Charadrius dubius                            ,2
2019,Streptopelia decaocto                        ,66
2009,Ardeola ralloides                            ,2
2006,Parus caeruleus                              ,1
2016,Certhia brachydactyla                        ,5
2012,Lanius senator                               ,1
1994,Carduelis cannabina                          ,2
1994,Carduelis chloris                            ,59
1996,Alauda arvensis                              ,2
1991,Himantopus himantopus                        ,61
2007,Anas clypeata                                ,3
2006,Fulica cristata                              ,1
1982,Ardeola ralloides                            ,29
2017,Turdus merula                                ,36
2006,Carduelis cannabina                          ,151
2009,Caprimulgus europaeus                        ,1
1985,Cettia cetti                                 ,219
1986,Phoenicurus phoenicurus                      ,1
1986,Certhia brachydactyla                        ,1
1985,Acrocephalus schoenobaenus                   ,1
2000,Certhia brachydactyla                        ,4
1988,Sylvia hortensis                             ,3
1994,Miliaria calandra                            ,1
1998,Athene noctua                                ,3
2003,Lullula arborea                              ,2
2005,Luscinia megarhynchos                        ,17
2002,Phylloscopus bonelli                         ,1
1997,Motacilla alba                               ,3
2002,Motacilla flava flavissima                   ,13
2003,Delichon urbica                              ,20
2004,Hirundo daurica                              ,1
2003,Sterna albifrons                             ,192
2014,Streptopelia turtur                          ,1
2018,Acrocephalus melanopogon                     ,6
1991,Carduelis spinus                             ,36
1993,Remiz pendulinus                             ,7
1999,Parus ater                                   ,2
1990,Charadrius alexandrinus                      ,5
1989,Otus scops                                   ,11
1990,Ardea purpurea                               ,17
2002,Phylloscopus collybita abietinus             ,1
2002,Motacilla alba alba                          ,40
2005,Acrocephalus schoenobaenus                   ,2
2012,Acrocephalus arundinaceus                    ,29
2016,Passer domesticus                            ,203
2020,Luscinia svecica                             ,3
1987,Phylloscopus bonelli                         ,2
1990,Luscinia megarhynchos                        ,94
1990,Locustella naevia                            ,3
1991,Emberiza schoeniclus                         ,63
1994,Phoenicurus ochruros                         ,7
1999,Serinus serinus                              ,80
1995,Luscinia svecica                             ,1
1991,Recurvirostra avosetta                       ,1
2009,Sylvia undata                                ,3
2001,Acrocephalus schoenobaenus                   ,2
1984,Phoenicurus phoenicurus                      ,22
2001,Sterna albifrons                             ,24
2016,Serinus serinus                              ,30
1986,Serinus serinus                              ,86
1997,Hippolais polyglotta                         ,1
1994,Motacilla alba alba                          ,9
1996,Miliaria calandra                            ,1
2001,Lullula arborea                              ,1
2002,Turdus philomelos                            ,23
1985,Falco tinnunculus                            ,1
2004,Fulica atra                                  ,4
1990,Hieraaetus pennatus                          ,1
1986,Sula bassana                                 ,1
1984,Garrulus glandarius                          ,1
2003,Cettia cetti                                 ,48
2005,Phylloscopus trochilus                       ,34
1984,Saxicola torquata                            ,6
2006,Bubulcus ibis                                ,2
2013,Sylvia cantillans                            ,1
2006,Acrocephalus scirpaceus                      ,271
2012,Charadrius dubius                            ,5
1988,Sylvia communis                              ,107
1993,Philomachus pugnax                           ,1
1996,Falco peregrinus                             ,1
2005,Larus fuscus                                 ,1
1985,Tyto alba                                    ,2
1984,Larus ridibundus                             ,1
1999,Luscinia svecica svecica                     ,3
2001,Anthus pratensis                             ,1
2007,Luscinia svecica cyanecula                   ,7
2000,Turdus iliacus                               ,2
2014,Upupa epops                                  ,2
2013,Alcedo atthis                                ,2
2019,Riparia riparia                              ,339
1990,Lanius senator senator                       ,29
2000,Passer domesticus                            ,224
2004,Caprimulgus ruficollis                       ,6
1994,Lanius excubitor                             ,1
1992,Cinclus cinclus                              ,2
2004,Turdus philomelos                            ,24
2007,Porzana porzana                              ,1
2008,Accipiter nisus                              ,2
2011,Anas platyrhynchos                           ,8
2008,Sylvia conspicillata                         ,1
2002,Charadrius hiaticula                         ,1
2006,Turdus philomelos                            ,21
2017,Sturnus unicolor                             ,16
2014,Myiopsitta monachus                          ,1
2013,Gallinula chloropus                          ,1
2013,Passer montanus                              ,6
2016,Cisticola juncidis                           ,5
2006,Calidris melanotos                           ,1
1988,Regulus ignicapillus                         ,7
1990,Regulus regulus                              ,52
1999,Hirundo rustica                              ,191
1988,Motacilla flava iberiae                      ,6
2004,Sturnus unicolor                             ,6
2009,Pica pica                                    ,21
2008,Gelochelidon nilotica                        ,3
1987,Bubulcus ibis                                ,19
1993,Egretta garzetta                             ,10
1996,Larus audouinii                              ,2
2002,Ardeola ralloides                            ,10
1994,Milvus migrans                               ,2
2005,Regulus ignicapillus                         ,1
2009,Certhia brachydactyla                        ,12
1997,Saxicola rubetra                             ,1
1999,Turdus iliacus                               ,3
2015,Sylvia melanocephala                         ,20
2018,Emberiza schoeniclus                         ,1
2018,Caprimulgus europaeus                        ,1
1989,Erithacus rubecula                           ,1005
1989,Parus major                                  ,45
1992,Cisticola juncidis                           ,11
1996,Acrocephalus melanopogon                     ,4
1995,Emberiza cia                                 ,1
2004,Parus major                                  ,104
1996,Oriolus oriolus                              ,1
1994,Milvus milvus                                ,1
2004,Erithacus rubecula                           ,109
2007,Phylloscopus trochilus                       ,108
2008,Acrocephalus scirpaceus                      ,474
1984,Ardea purpurea                               ,46
1984,Serinus serinus                              ,31
2005,Circus pygargus                              ,2
2009,Sylvia hortensis                             ,1
2019,Acrocephalus arundinaceus                    ,21
1988,Phylloscopus (collybita) tristis             ,2
1996,Jynx torquilla                               ,1
1991,Lanius senator senator                       ,5
2008,Streptopelia turtur                          ,20
2009,Larus fuscus                                 ,1
1988,Buteo buteo                                  ,3
2003,Lanius senator                               ,4
2005,Motacilla cinerea                            ,22
2011,Hirundo rustica                              ,13
2004,Hieraaetus fasciatus                         ,2
1988,Circaetus gallicus                           ,1
2011,Serinus serinus                              ,8
2020,Cettia cetti                                 ,19
2006,Emberiza schoeniclus                         ,125
2006,Larus genei                                  ,7
1988,Hippolais pallida                            ,1
1988,Hydrobates pelagicus                         ,1
1988,Emberiza cia                                 ,9
1992,Calandrella brachydactyla                    ,1
2005,Turdus viscivorus                            ,10
2004,Nycticorax nycticorax                        ,6
2007,Egretta garzetta                             ,12
2007,Tringa glareola                              ,62
2005,Phylloscopus collybita                       ,391
2007,Carduelis carduelis                          ,60
2008,Aegithalos caudatus                          ,37
2009,Acrocephalus melanopogon                     ,33
2009,Hydrobates pelagicus                         ,1
2006,Sylvia melanocephala                         ,148
2013,Ixobrychus minutus                           ,3
2019,Himantopus himantopus                        ,1
2012,Emberiza cirlus                              ,1
2015,Saxicola torquata                            ,2
2016,Sylvia communis                              ,1
2019,Fringilla teydea                             ,1
2017,Riparia riparia                              ,86
1986,Phylloscopus trochilus                       ,53
1986,Sylvia communis                              ,3
1998,Carduelis carduelis                          ,119
1992,Charadrius alexandrinus                      ,3
1985,Tringa totanus                               ,5
2009,Alauda arvensis                              ,8
2001,Cettia cetti                                 ,55
2000,Anthus spinoletta                            ,10
2001,Acrocephalus arundinaceus                    ,39
2014,Sturnus unicolor                             ,5
2018,Acrocephalus arundinaceus                    ,15
1985,Calidris temminckii                          ,2
2000,Fringilla montifringilla                     ,1
1989,Asio otus                                    ,1
1993,Larus fuscus                                 ,1
1984,Falco tinnunculus                            ,4
2007,Alcedo atthis                                ,55
2006,Coccothraustes coccothraustes                ,2
2018,Turdus philomelos                            ,1
2020,Gelochelidon nilotica                        ,2
2013,Gallinago gallinago                          ,7
2006,Motacilla flava flavissima                   ,6
2016,Phoenicurus phoenicurus                      ,2
1992,Luscinia svecica svecica                     ,2
1999,Quelea quelea                                ,1
2003,Carduelis chloris                            ,66
2003,Sylvia atricapilla                           ,415
1985,Caprimulgus europaeus                        ,5
1996,Turdus philomelos                            ,9
2007,Philomachus pugnax                           ,13
2005,Ixobrychus minutus                           ,4
1994,Circus cyaneus                               ,2
2004,Aegithalos caudatus                          ,34
1985,Lanius senator                               ,4
2006,Accipiter nisus                              ,3
2016,Athene noctua                                ,8
2015,Cisticola juncidis                           ,3
1988,Delichon urbica                              ,2
1990,Anilla destruida o perdida                   ,31
1995,Phoenicurus ochruros                         ,4
1993,Luscinia megarhynchos                        ,24
1987,Charadrius dubius                            ,16
1987,Actitis hypoleucos                           ,2
1996,Sylvia atricapilla                           ,71
1996,Acrocephalus arundinaceus                    ,26
1991,Anthus (spinoletta) spinoletta               ,3
1994,Motacilla flava flava                        ,2
